sld,tld,status,message
"pet",".hidns.vip","❌","undefined"
"pie",".hidns.vip","❌","undefined"
"pin",".hidns.vip","❌","undefined"
"pip",".hidns.vip","❌","undefined"
"plan",".hidns.vip","❌","undefined"
"pop",".hidns.vip","❌","undefined"
"pot",".hidns.vip","❌","undefined"
"pod",".hidns.vip","❌","undefined"
"poor",".hidns.vip","❌","undefined"
"pub",".hidns.vip","❌","undefined"
"pry",".hidns.vip","❌","undefined"
"pull",".hidns.vip","❌","undefined"
"pug",".hidns.vip","❌","undefined"
"public",".hidns.vip","❌","undefined"
"pun",".hidns.vip","❌","undefined"
"race",".hidns.vip","❌","undefined"
"pure",".hidns.vip","❌","undefined"
"rag",".hidns.vip","❌","undefined"
"ram",".hidns.vip","❌","undefined"
"push",".hidns.vip","❌","undefined"
"rap",".hidns.vip","❌","undefined"
"rat",".hidns.vip","❌","undefined"
"rate",".hidns.vip","❌","undefined"
"raw",".hidns.vip","❌","undefined"
"real",".hidns.vip","❌","undefined"
"read",".hidns.vip","❌","undefined"
"rest",".hidns.vip","❌","undefined"
"rib",".hidns.vip","❌","undefined"
"rich",".hidns.vip","❌","undefined"
"team",".hidns.vip","❌","undefined"
"rid",".hidns.vip","❌","undefined"
"rip",".hidns.vip","❌","undefined"
"rim",".hidns.vip","❌","undefined"
"rise",".hidns.vip","❌","undefined"
"road",".hidns.vip","❌","undefined"
"risk",".hidns.vip","❌","undefined"
"role",".hidns.vip","❌","undefined"
"rob",".hidns.vip","❌","undefined"
"rod",".hidns.vip","❌","undefined"
"rock",".hidns.vip","❌","undefined"
"room",".hidns.vip","❌","undefined"
"rug",".hidns.vip","❌","undefined"
"rot",".hidns.vip","❌","undefined"
"rye",".hidns.vip","❌","undefined"
"rule",".hidns.vip","❌","undefined"
"run",".hidns.vip","❌","undefined"
"sale",".hidns.vip","❌","undefined"
"safe",".hidns.vip","❌","undefined"
"sap",".hidns.vip","❌","undefined"
"save",".hidns.vip","❌","undefined"
"saw",".hidns.vip","❌","undefined"
"second",".hidns.vip","❌","undefined"
"seat",".hidns.vip","❌","undefined"
"sell",".hidns.vip","❌","undefined"
"sex",".hidns.vip","❌","undefined"
"shall",".hidns.vip","❌","undefined"
"sign",".hidns.vip","❌","undefined"
"sing",".hidns.vip","❌","undefined"
"site",".hidns.vip","❌","undefined"
"sip",".hidns.vip","❌","undefined"
"size",".hidns.vip","❌","undefined"
"skin",".hidns.vip","❌","undefined"
"sky",".hidns.vip","❌","undefined"
"sly",".hidns.vip","❌","undefined"
"slow",".hidns.vip","❌","undefined"
"sob",".hidns.vip","❌","undefined"
"sod",".hidns.vip","❌","undefined"
"song",".hidns.vip","❌","undefined"
"soul",".hidns.vip","❌","undefined"
"sort",".hidns.vip","❌","undefined"
"soon",".hidns.vip","❌","undefined"
"sow",".hidns.vip","❌","undefined"
"spy",".hidns.vip","❌","undefined"
"spot",".hidns.vip","❌","undefined"
"star",".hidns.vip","❌","undefined"
"stay",".hidns.vip","❌","undefined"
"step",".hidns.vip","❌","undefined"
"sub",".hidns.vip","❌","undefined"
"sue",".hidns.vip","❌","undefined"
"sure",".hidns.vip","❌","undefined"
"tag",".hidns.vip","❌","undefined"
"tan",".hidns.vip","❌","undefined"
"tap",".hidns.vip","❌","undefined"
"talk",".hidns.vip","❌","undefined"
"tea",".hidns.vip","❌","undefined"
"tall",".hidns.vip","❌","undefined"
"task",".hidns.vip","❌","undefined"
"term",".hidns.vip","❌","undefined"
"test",".hidns.vip","❌","undefined"
"tend",".hidns.vip","❌","undefined"
"thin",".hidns.vip","❌","undefined"
"thus",".hidns.vip","❌","undefined"
"tin",".hidns.vip","❌","undefined"
"tie",".hidns.vip","❌","undefined"
"to",".hidns.vip","❌","undefined"
"tip",".hidns.vip","❌","undefined"
"tiny",".hidns.vip","❌","undefined"
"told",".hidns.vip","❌","undefined"
"toe",".hidns.vip","❌","undefined"
"tool",".hidns.vip","❌","undefined"
"town",".hidns.vip","❌","undefined"
"took",".hidns.vip","❌","undefined"
"total",".hidns.vip","❌","undefined"
"true",".hidns.vip","❌","undefined"
"tree",".hidns.vip","❌","undefined"
"tug",".hidns.vip","❌","undefined"
"tun",".hidns.vip","❌","undefined"
"clip",".hidns.vip","❌","undefined"
"type",".hidns.vip","❌","undefined"
"turn",".hidns.vip","❌","undefined"
"unit",".hidns.vip","❌","undefined"
"upon",".hidns.vip","❌","undefined"
"up",".hidns.vip","❌","undefined"
"us",".hidns.vip","❌","undefined"
"urn",".hidns.vip","❌","undefined"
"value",".hidns.vip","❌","undefined"
"vat",".hidns.vip","❌","undefined"
"user",".hidns.vip","❌","undefined"
"view",".hidns.vip","❌","undefined"
"van",".hidns.vip","❌","undefined"
"vie",".hidns.vip","❌","undefined"
"vet",".hidns.vip","❌","undefined"
"vote",".hidns.vip","❌","undefined"
"walk",".hidns.vip","❌","undefined"
"wag",".hidns.vip","❌","undefined"
"wait",".hidns.vip","❌","undefined"
"warm",".hidns.vip","❌","undefined"
"wash",".hidns.vip","❌","undefined"
"we",".hidns.vip","❌","undefined"
"week",".hidns.vip","❌","undefined"
"wear",".hidns.vip","❌","undefined"
"wet",".hidns.vip","❌","undefined"
"whoa",".hidns.vip","❌","undefined"
"whom",".hidns.vip","❌","undefined"
"wide",".hidns.vip","❌","undefined"
"why",".hidns.vip","❌","undefined"
"wife",".hidns.vip","❌","undefined"
"wig",".hidns.vip","❌","undefined"
"whose",".hidns.vip","❌","undefined"
"wild",".hidns.vip","❌","undefined"
"wind",".hidns.vip","❌","undefined"
"win",".hidns.vip","❌","undefined"
"wish",".hidns.vip","❌","undefined"
"wok",".hidns.vip","❌","undefined"
"woman",".hidns.vip","❌","undefined"
"woo",".hidns.vip","❌","undefined"
"wood",".hidns.vip","❌","undefined"
"won",".hidns.vip","❌","undefined"
"word",".hidns.vip","❌","undefined"
"yak",".hidns.vip","❌","undefined"
"yap",".hidns.vip","❌","undefined"
"yard",".hidns.vip","❌","undefined"
"yeah",".hidns.vip","❌","undefined"
"zap",".hidns.vip","❌","undefined"
"zero",".hidns.vip","❌","undefined"
"zone",".hidns.vip","❌","undefined"
"zip",".hidns.vip","❌","undefined"
"adds",".hidns.vip","❌","undefined"
"zed",".hidns.vip","❌","undefined"
"zoo",".hidns.vip","❌","undefined"
"alas",".hidns.vip","❌","undefined"
"afar",".hidns.vip","❌","undefined"
"ale",".hidns.vip","❌","undefined"
"aim",".hidns.vip","❌","undefined"
"amen",".hidns.vip","❌","undefined"
"alto",".hidns.vip","❌","undefined"
"anal",".hidns.vip","❌","undefined"
"ally",".hidns.vip","❌","undefined"
"amid",".hidns.vip","❌","undefined"
"anna",".hidns.vip","❌","undefined"
"anon",".hidns.vip","❌","undefined"
"apex",".hidns.vip","❌","undefined"
"vast",".hidns.vip","❌","undefined"
"apse",".hidns.vip","❌","undefined"
"area",".hidns.vip","❌","undefined"
"arch",".hidns.vip","❌","undefined"
"aria",".hidns.vip","❌","undefined"
"arms",".hidns.vip","❌","undefined"
"aunt",".hidns.vip","❌","undefined"
"aura",".hidns.vip","❌","undefined"
"army",".hidns.vip","❌","undefined"
"atom",".hidns.vip","❌","undefined"
"aver",".hidns.vip","❌","undefined"
"auto",".hidns.vip","❌","undefined"
"bail",".hidns.vip","❌","undefined"
"avid",".hidns.vip","❌","undefined"
"baby",".hidns.vip","❌","undefined"
"bald",".hidns.vip","❌","undefined"
"axis",".hidns.vip","❌","undefined"
"bait",".hidns.vip","❌","undefined"
"bake",".hidns.vip","❌","undefined"
"bang",".hidns.vip","❌","undefined"
"band",".hidns.vip","❌","undefined"
"ball",".hidns.vip","❌","undefined"
"bank",".hidns.vip","❌","undefined"
"bare",".hidns.vip","❌","undefined"
"bark",".hidns.vip","❌","undefined"
"base",".hidns.vip","❌","undefined"
"bats",".hidns.vip","❌","undefined"
"bass",".hidns.vip","❌","undefined"
"bath",".hidns.vip","❌","undefined"
"bean",".hidns.vip","❌","undefined"
"bawl",".hidns.vip","❌","undefined"
"bear",".hidns.vip","❌","undefined"
"beau",".hidns.vip","❌","undefined"
"beat",".hidns.vip","❌","undefined"
"beef",".hidns.vip","❌","undefined"
"beck",".hidns.vip","❌","undefined"
"bell",".hidns.vip","❌","undefined"
"bend",".hidns.vip","❌","undefined"
"belt",".hidns.vip","❌","undefined"
"bent",".hidns.vip","❌","undefined"
"bias",".hidns.vip","❌","undefined"
"berg",".hidns.vip","❌","undefined"
"bike",".hidns.vip","❌","undefined"
"bide",".hidns.vip","❌","undefined"
"bill",".hidns.vip","❌","undefined"
"bind",".hidns.vip","❌","undefined"
"bile",".hidns.vip","❌","undefined"
"bite",".hidns.vip","❌","undefined"
"bird",".hidns.vip","❌","undefined"
"bled",".hidns.vip","❌","undefined"
"blew",".hidns.vip","❌","undefined"
"blob",".hidns.vip","❌","undefined"
"blab",".hidns.vip","❌","undefined"
"blog",".hidns.vip","❌","undefined"
"bloc",".hidns.vip","❌","undefined"
"blot",".hidns.vip","❌","undefined"
"boat",".hidns.vip","❌","undefined"
"blow",".hidns.vip","❌","undefined"
"blur",".hidns.vip","❌","undefined"
"boil",".hidns.vip","❌","undefined"
"body",".hidns.vip","❌","undefined"
"bog",".hidns.vip","❌","undefined"
"bomb",".hidns.vip","❌","undefined"
"bold",".hidns.vip","❌","undefined"
"bolt",".hidns.vip","❌","undefined"
"bong",".hidns.vip","❌","undefined"
"bone",".hidns.vip","❌","undefined"
"bond",".hidns.vip","❌","undefined"
"bonn",".hidns.vip","❌","undefined"
"book",".hidns.vip","❌","undefined"
"boom",".hidns.vip","❌","undefined"
"bore",".hidns.vip","❌","undefined"
"boon",".hidns.vip","❌","undefined"
"boot",".hidns.vip","❌","undefined"
"boss",".hidns.vip","❌","undefined"
"born",".hidns.vip","❌","undefined"
"brad",".hidns.vip","❌","undefined"
"brae",".hidns.vip","❌","undefined"
"bout",".hidns.vip","❌","undefined"
"bowl",".hidns.vip","❌","undefined"
"bray",".hidns.vip","❌","undefined"
"bran",".hidns.vip","❌","undefined"
"brat",".hidns.vip","❌","undefined"
"bred",".hidns.vip","❌","undefined"
"brew",".hidns.vip","❌","undefined"
"brow",".hidns.vip","❌","undefined"
"brio",".hidns.vip","❌","undefined"
"brim",".hidns.vip","❌","undefined"
"brie",".hidns.vip","❌","undefined"
"buck",".hidns.vip","❌","undefined"
"bulb",".hidns.vip","❌","undefined"
"buff",".hidns.vip","❌","undefined"
"bulk",".hidns.vip","❌","undefined"
"bump",".hidns.vip","❌","undefined"
"bull",".hidns.vip","❌","undefined"
"buoy",".hidns.vip","❌","undefined"
"bunk",".hidns.vip","❌","undefined"
"bunt",".hidns.vip","❌","undefined"
"burg",".hidns.vip","❌","undefined"
"burn",".hidns.vip","❌","undefined"
"burp",".hidns.vip","❌","undefined"
"bust",".hidns.vip","❌","undefined"
"burr",".hidns.vip","❌","undefined"
"gale",".hidns.vip","❌","undefined"
"bury",".hidns.vip","❌","undefined"
"buzz",".hidns.vip","❌","undefined"
"cabs",".hidns.vip","❌","undefined"
"gall",".hidns.vip","❌","undefined"
"cage",".hidns.vip","❌","undefined"
"cake",".hidns.vip","❌","undefined"
"cans",".hidns.vip","❌","undefined"
"calm",".hidns.vip","❌","undefined"
"cane",".hidns.vip","❌","undefined"
"calf",".hidns.vip","❌","undefined"
"carl",".hidns.vip","❌","undefined"
"card",".hidns.vip","❌","undefined"
"case",".hidns.vip","❌","undefined"
"cash",".hidns.vip","❌","undefined"
"cart",".hidns.vip","❌","undefined"
"cave",".hidns.vip","❌","undefined"
"cell",".hidns.vip","❌","undefined"
"cease",".hidns.vip","❌","undefined"
"cast",".hidns.vip","❌","undefined"
"chap",".hidns.vip","❌","undefined"
"cent",".hidns.vip","❌","undefined"
"char",".hidns.vip","❌","undefined"
"chin",".hidns.vip","❌","undefined"
"chat",".hidns.vip","❌","undefined"
"chef",".hidns.vip","❌","undefined"
"chip",".hidns.vip","❌","undefined"
"chop",".hidns.vip","❌","undefined"
"clad",".hidns.vip","❌","undefined"
"cite",".hidns.vip","❌","undefined"
"chow",".hidns.vip","❌","undefined"
"clam",".hidns.vip","❌","undefined"
"clap",".hidns.vip","❌","undefined"
"clan",".hidns.vip","❌","undefined"
"claw",".hidns.vip","❌","undefined"
"clog",".hidns.vip","❌","undefined"
"clot",".hidns.vip","❌","undefined"
"clay",".hidns.vip","❌","undefined"
"clop",".hidns.vip","❌","undefined"
"clue",".hidns.vip","❌","undefined"
"club",".hidns.vip","❌","undefined"
"cock",".hidns.vip","❌","undefined"
"coal",".hidns.vip","❌","undefined"
"coat",".hidns.vip","❌","undefined"
"code",".hidns.vip","❌","undefined"
"cold",".hidns.vip","❌","undefined"
"coin",".hidns.vip","❌","undefined"
"comb",".hidns.vip","❌","undefined"
"cone",".hidns.vip","❌","undefined"
"cook",".hidns.vip","❌","undefined"
"corn",".hidns.vip","❌","undefined"
"cool",".hidns.vip","❌","undefined"
"cord",".hidns.vip","❌","undefined"
"core",".hidns.vip","❌","undefined"
"cost",".hidns.vip","❌","undefined"
"coup",".hidns.vip","❌","undefined"
"crew",".hidns.vip","❌","undefined"
"crab",".hidns.vip","❌","undefined"
"cram",".hidns.vip","❌","undefined"
"crib",".hidns.vip","❌","undefined"
"crop",".hidns.vip","❌","undefined"
"crow",".hidns.vip","❌","undefined"
"crud",".hidns.vip","❌","undefined"
"cube",".hidns.vip","❌","undefined"
"neil",".hidns.vip","❌","undefined"
"cuff",".hidns.vip","❌","undefined"
"cult",".hidns.vip","❌","undefined"
"curb",".hidns.vip","❌","undefined"
"cure",".hidns.vip","❌","undefined"
"curl",".hidns.vip","❌","undefined"
"curs",".hidns.vip","❌","undefined"
"dabs",".hidns.vip","❌","undefined"
"cush",".hidns.vip","❌","undefined"
"curt",".hidns.vip","❌","undefined"
"damp",".hidns.vip","❌","undefined"
"dale",".hidns.vip","❌","undefined"
"dana",".hidns.vip","❌","undefined"
"dare",".hidns.vip","❌","undefined"
"dane",".hidns.vip","❌","undefined"
"lace",".hidns.co","❌","undefined"
"darn",".hidns.vip","❌","undefined"
"dart",".hidns.vip","❌","undefined"
"loin",".hidns.vip","❌","undefined"
"date",".hidns.vip","❌","undefined"
"dawn",".hidns.vip","❌","undefined"
"item",".hidns.co","❌","undefined"
"deaf",".hidns.vip","❌","undefined"
"dead",".hidns.vip","❌","undefined"
"dean",".hidns.vip","❌","undefined"
"debt",".hidns.vip","❌","undefined"
"deed",".hidns.vip","❌","undefined"
"deck",".hidns.vip","❌","undefined"
"defy",".hidns.vip","❌","undefined"
"dell",".hidns.vip","❌","undefined"
"dent",".hidns.vip","❌","undefined"
"desk",".hidns.vip","❌","undefined"
"deny",".hidns.vip","❌","undefined"
"dial",".hidns.vip","❌","undefined"
"dice",".hidns.vip","❌","undefined"
"diet",".hidns.vip","❌","undefined"
"dike",".hidns.vip","❌","undefined"
"swig",".hidns.co","❌","undefined"
"gift",".hidns.co","❌","undefined"
"dill",".hidns.vip","❌","undefined"
"dime",".hidns.vip","❌","undefined"
"ding",".hidns.vip","❌","undefined"
"dine",".hidns.vip","❌","undefined"
"disk",".hidns.vip","❌","undefined"
"dive",".hidns.vip","❌","undefined"
"dock",".hidns.vip","❌","undefined"
"dome",".hidns.vip","❌","undefined"
"doll",".hidns.vip","❌","undefined"
"dong",".hidns.vip","❌","undefined"
"doom",".hidns.vip","❌","undefined"
"door",".hidns.vip","❌","undefined"
"dope",".hidns.vip","❌","undefined"
"dorm",".hidns.vip","❌","undefined"
"dose",".hidns.vip","❌","undefined"
"drab",".hidns.vip","❌","undefined"
"drag",".hidns.vip","❌","undefined"
"dram",".hidns.vip","❌","undefined"
"drat",".hidns.vip","❌","undefined"
"drew",".hidns.vip","❌","undefined"
"drip",".hidns.vip","❌","undefined"
"drop",".hidns.vip","❌","undefined"
"drug",".hidns.vip","❌","undefined"
"drum",".hidns.vip","❌","undefined"
"duck",".hidns.vip","❌","undefined"
"duct",".hidns.vip","❌","undefined"
"duel",".hidns.vip","❌","undefined"
"dues",".hidns.vip","❌","undefined"
"duet",".hidns.vip","❌","undefined"
"onto",".hidns.co","❌","undefined"
"duke",".hidns.vip","❌","undefined"
"dump",".hidns.vip","❌","undefined"
"dull",".hidns.vip","❌","undefined"
"dune",".hidns.vip","❌","undefined"
"dung",".hidns.vip","❌","undefined"
"dunk",".hidns.vip","❌","undefined"
"dusk",".hidns.vip","❌","undefined"
"dust",".hidns.vip","❌","undefined"
"duty",".hidns.vip","❌","undefined"
"dwarf",".hidns.vip","❌","undefined"
"dwell",".hidns.vip","❌","undefined"
"eager",".hidns.vip","❌","undefined"
"dyer",".hidns.vip","❌","undefined"
"eard",".hidns.vip","❌","undefined"
"eagle",".hidns.vip","❌","undefined"
"earn",".hidns.vip","❌","undefined"
"east",".hidns.vip","❌","undefined"
"ease",".hidns.vip","❌","undefined"
"echo",".hidns.vip","❌","undefined"
"eddy",".hidns.vip","❌","undefined"
"eden",".hidns.vip","❌","undefined"
"eels",".hidns.vip","❌","undefined"
"edit",".hidns.vip","❌","undefined"
"eery",".hidns.vip","❌","undefined"
"egos",".hidns.vip","❌","undefined"
"eight",".hidns.vip","❌","undefined"
"elan",".hidns.vip","❌","undefined"
"eire",".hidns.vip","❌","undefined"
"elba",".hidns.vip","❌","undefined"
"elder",".hidns.vip","❌","undefined"
"elect",".hidns.vip","❌","undefined"
"elev",".hidns.vip","❌","undefined"
"elks",".hidns.vip","❌","undefined"
"ella",".hidns.vip","❌","undefined"
"elli",".hidns.vip","❌","undefined"
"says",".hidns.co","❌","undefined"
"elon",".hidns.vip","❌","undefined"
"scan",".hidns.co","❌","undefined"
"emit",".hidns.vip","❌","undefined"
"emir",".hidns.vip","❌","undefined"
"ends",".hidns.vip","❌","undefined"
"epic",".hidns.vip","❌","undefined"
"epos",".hidns.vip","❌","undefined"
"equal",".hidns.vip","❌","undefined"
"ergo",".hidns.vip","❌","undefined"
"scar",".hidns.co","❌","undefined"
"eric",".hidns.vip","❌","undefined"
"eros",".hidns.vip","❌","undefined"
"err",".hidns.vip","❌","undefined"
"tint",".hidns.vip","❌","undefined"
"erst",".hidns.vip","❌","undefined"
"etch",".hidns.vip","❌","undefined"
"esau",".hidns.vip","❌","undefined"
"etna",".hidns.vip","❌","undefined"
"eval",".hidns.vip","❌","undefined"
"scat",".hidns.co","❌","undefined"
"evil",".hidns.vip","❌","undefined"
"ewer",".hidns.vip","❌","undefined"
"exam",".hidns.vip","❌","undefined"
"exit",".hidns.vip","❌","undefined"
"scop",".hidns.co","❌","undefined"
"scot",".hidns.co","❌","undefined"
"expo",".hidns.vip","❌","undefined"
"fags",".hidns.vip","❌","undefined"
"fade",".hidns.vip","❌","undefined"
"fain",".hidns.vip","❌","undefined"
"faint",".hidns.vip","❌","undefined"
"fame",".hidns.vip","❌","undefined"
"fake",".hidns.vip","❌","undefined"
"fang",".hidns.vip","❌","undefined"
"scow",".hidns.co","❌","undefined"
"fans",".hidns.vip","❌","undefined"
"fare",".hidns.vip","❌","undefined"
"faro",".hidns.vip","❌","undefined"
"fart",".hidns.vip","❌","undefined"
"fash",".hidns.vip","❌","undefined"
"fate",".hidns.vip","❌","undefined"
"fats",".hidns.vip","❌","undefined"
"faun",".hidns.vip","❌","undefined"
"fawn",".hidns.vip","❌","undefined"
"fear",".hidns.vip","❌","undefined"
"tips",".hidns.vip","❌","undefined"
"scud",".hidns.co","❌","undefined"
"feat",".hidns.vip","❌","undefined"
"scum",".hidns.co","❌","undefined"
"tire",".hidns.vip","❌","undefined"
"fed",".hidns.vip","❌","undefined"
"feed",".hidns.vip","❌","undefined"
"feet",".hidns.vip","❌","undefined"
"fell",".hidns.vip","❌","undefined"
"felt",".hidns.vip","❌","undefined"
"fend",".hidns.vip","❌","undefined"
"toad",".hidns.vip","❌","undefined"
"fern",".hidns.vip","❌","undefined"
"seal",".hidns.co","❌","undefined"
"fest",".hidns.vip","❌","undefined"
"seam",".hidns.co","❌","undefined"
"feud",".hidns.vip","❌","undefined"
"fiat",".hidns.vip","❌","undefined"
"toby",".hidns.vip","❌","undefined"
"fib",".hidns.vip","❌","undefined"
"fick",".hidns.vip","❌","undefined"
"fido",".hidns.vip","❌","undefined"
"fief",".hidns.vip","❌","undefined"
"fife",".hidns.vip","❌","undefined"
"fifth",".hidns.vip","❌","undefined"
"file",".hidns.vip","❌","undefined"
"fifty",".hidns.vip","❌","undefined"
"sear",".hidns.co","❌","undefined"
"film",".hidns.vip","❌","undefined"
"seas",".hidns.co","❌","undefined"
"filt",".hidns.vip","❌","undefined"
"fink",".hidns.vip","❌","undefined"
"seat",".hidns.co","❌","undefined"
"fist",".hidns.vip","❌","undefined"
"fix",".hidns.vip","❌","undefined"
"five",".hidns.vip","❌","undefined"
"room",".hidns.co","❌","undefined"
"sect",".hidns.co","❌","undefined"
"fizz",".hidns.vip","❌","undefined"
"toga",".hidns.vip","❌","undefined"
"flag",".hidns.vip","❌","undefined"
"flak",".hidns.vip","❌","undefined"
"flam",".hidns.vip","❌","undefined"
"flat",".hidns.vip","❌","undefined"
"flea",".hidns.vip","❌","undefined"
"flaw",".hidns.vip","❌","undefined"
"fled",".hidns.vip","❌","undefined"
"flee",".hidns.vip","❌","undefined"
"flew",".hidns.vip","❌","undefined"
"flex",".hidns.vip","❌","undefined"
"flip",".hidns.vip","❌","undefined"
"root",".hidns.co","❌","undefined"
"flit",".hidns.vip","❌","undefined"
"floe",".hidns.vip","❌","undefined"
"rope",".hidns.co","❌","undefined"
"flog",".hidns.vip","❌","undefined"
"flop",".hidns.vip","❌","undefined"
"flow",".hidns.vip","❌","undefined"
"flux",".hidns.vip","❌","undefined"
"foal",".hidns.vip","❌","undefined"
"foam",".hidns.vip","❌","undefined"
"foci",".hidns.vip","❌","undefined"
"fold",".hidns.vip","❌","undefined"
"foil",".hidns.vip","❌","undefined"
"folk",".hidns.vip","❌","undefined"
"fond",".hidns.vip","❌","undefined"
"font",".hidns.vip","❌","undefined"
"fool",".hidns.vip","❌","undefined"
"fora",".hidns.vip","❌","undefined"
"ford",".hidns.vip","❌","undefined"
"fore",".hidns.vip","❌","undefined"
"fork",".hidns.vip","❌","undefined"
"fort",".hidns.vip","❌","undefined"
"foul",".hidns.vip","❌","undefined"
"four",".hidns.vip","❌","undefined"
"fowl",".hidns.vip","❌","undefined"
"frau",".hidns.vip","❌","undefined"
"frag",".hidns.vip","❌","undefined"
"fray",".hidns.vip","❌","undefined"
"fret",".hidns.vip","❌","undefined"
"frig",".hidns.vip","❌","undefined"
"frog",".hidns.vip","❌","undefined"
"fuel",".hidns.vip","❌","undefined"
"fume",".hidns.vip","❌","undefined"
"pore",".hidns.vip","❌","undefined"
"funk",".hidns.vip","❌","undefined"
"furl",".hidns.vip","❌","undefined"
"fuse",".hidns.vip","❌","undefined"
"fuss",".hidns.vip","❌","undefined"
"gain",".hidns.vip","❌","undefined"
"gait",".hidns.vip","❌","undefined"
"gang",".hidns.vip","❌","undefined"
"gaol",".hidns.vip","❌","undefined"
"gaps",".hidns.vip","❌","undefined"
"trap",".hidns.co","❌","undefined"
"garb",".hidns.vip","❌","undefined"
"pork",".hidns.vip","❌","undefined"
"gate",".hidns.vip","❌","undefined"
"gaze",".hidns.vip","❌","undefined"
"geld",".hidns.vip","❌","undefined"
"gear",".hidns.vip","❌","undefined"
"gene",".hidns.vip","❌","undefined"
"gent",".hidns.vip","❌","undefined"
"tray",".hidns.co","❌","undefined"
"tree",".hidns.co","❌","undefined"
"germ",".hidns.vip","❌","undefined"
"trek",".hidns.co","❌","undefined"
"trio",".hidns.co","❌","undefined"
"gets",".hidns.vip","❌","undefined"
"gibe",".hidns.vip","❌","undefined"
"trip",".hidns.co","❌","undefined"
"gift",".hidns.vip","❌","undefined"
"gill",".hidns.vip","❌","undefined"
"gilt",".hidns.vip","❌","undefined"
"gird",".hidns.vip","❌","undefined"
"gins",".hidns.vip","❌","undefined"
"trod",".hidns.co","❌","undefined"
"girl",".hidns.vip","❌","undefined"
"trot",".hidns.co","❌","undefined"
"true",".hidns.co","❌","undefined"
"trow",".hidns.co","❌","undefined"
"tuba",".hidns.co","❌","undefined"
"glam",".hidns.vip","❌","undefined"
"tube",".hidns.co","❌","undefined"
"glee",".hidns.vip","❌","undefined"
"glen",".hidns.vip","❌","undefined"
"tuck",".hidns.co","❌","undefined"
"glob",".hidns.vip","❌","undefined"
"glia",".hidns.vip","❌","undefined"
"tugs",".hidns.co","❌","undefined"
"tuna",".hidns.co","❌","undefined"
"glow",".hidns.vip","❌","undefined"
"gnat",".hidns.vip","❌","undefined"
"glue",".hidns.vip","❌","undefined"
"gnaw",".hidns.vip","❌","undefined"
"goat",".hidns.vip","❌","undefined"
"tune",".hidns.co","❌","undefined"
"tuns",".hidns.co","❌","undefined"
"turf",".hidns.co","❌","undefined"
"gold",".hidns.vip","❌","undefined"
"golf",".hidns.vip","❌","undefined"
"turn",".hidns.co","❌","undefined"
"prop",".hidns.vip","❌","undefined"
"gong",".hidns.vip","❌","undefined"
"tutu",".hidns.co","❌","undefined"
"tusk",".hidns.co","❌","undefined"
"goof",".hidns.vip","❌","undefined"
"twain",".hidns.co","❌","undefined"
"twig",".hidns.co","❌","undefined"
"twee",".hidns.co","❌","undefined"
"twin",".hidns.co","❌","undefined"
"twit",".hidns.co","❌","undefined"
"pros",".hidns.vip","❌","undefined"
"gore",".hidns.vip","❌","undefined"
"gory",".hidns.vip","❌","undefined"
"type",".hidns.co","❌","undefined"
"gosh",".hidns.vip","❌","undefined"
"typo",".hidns.co","❌","undefined"
"undo",".hidns.co","❌","undefined"
"ugly",".hidns.co","❌","undefined"
"unit",".hidns.co","❌","undefined"
"unto",".hidns.co","❌","undefined"
"upon",".hidns.co","❌","undefined"
"urns",".hidns.co","❌","undefined"
"urge",".hidns.co","❌","undefined"
"user",".hidns.co","❌","undefined"
"herd",".hidns.co","❌","undefined"
"gown",".hidns.vip","❌","undefined"
"gout",".hidns.vip","❌","undefined"
"grab",".hidns.vip","❌","undefined"
"usher",".hidns.co","❌","undefined"
"vain",".hidns.co","❌","undefined"
"vale",".hidns.co","❌","undefined"
"vamp",".hidns.co","❌","undefined"
"vane",".hidns.co","❌","undefined"
"vans",".hidns.co","❌","undefined"
"vary",".hidns.co","❌","undefined"
"vase",".hidns.co","❌","undefined"
"vast",".hidns.co","❌","undefined"
"ale",".hidns.co","❌","undefined"
"ally",".hidns.co","❌","undefined"
"alto",".hidns.co","❌","undefined"
"veal",".hidns.co","❌","undefined"
"grad",".hidns.vip","❌","undefined"
"veer",".hidns.co","❌","undefined"
"veil",".hidns.co","❌","undefined"
"vein",".hidns.co","❌","undefined"
"gram",".hidns.vip","❌","undefined"
"veld",".hidns.co","❌","undefined"
"vend",".hidns.co","❌","undefined"
"vent",".hidns.co","❌","undefined"
"amen",".hidns.co","❌","undefined"
"verb",".hidns.co","❌","undefined"
"amid",".hidns.co","❌","undefined"
"anal",".hidns.co","❌","undefined"
"vest",".hidns.co","❌","undefined"
"anna",".hidns.co","❌","undefined"
"veto",".hidns.co","❌","undefined"
"vice",".hidns.co","❌","undefined"
"view",".hidns.co","❌","undefined"
"vile",".hidns.co","❌","undefined"
"vine",".hidns.co","❌","undefined"
"visa",".hidns.co","❌","undefined"
"anon",".hidns.co","❌","undefined"
"apex",".hidns.co","❌","undefined"
"apse",".hidns.co","❌","undefined"
"vita",".hidns.co","❌","undefined"
"vise",".hidns.co","❌","undefined"
"viva",".hidns.co","❌","undefined"
"void",".hidns.co","❌","undefined"
"vole",".hidns.co","❌","undefined"
"volt",".hidns.co","❌","undefined"
"arch",".hidns.co","❌","undefined"
"vote",".hidns.co","❌","undefined"
"vows",".hidns.co","❌","undefined"
"area",".hidns.co","❌","undefined"
